Ano,Trimestre,UF,UPA,V1008,V1014,V2003,VD4009,V4019,VD4012,VD4002,V2007,V2010,V2009,VD2002,VD2003,V1022,V1023,VD3004,V3002,VD4010,VD4011,V4018,V4025,V4040,VD4031,V1028,VD4016,VD4017
2025,3,24,240039275,10,12,2,,,,,2,4,37,2,3,1,2,5.0,2.0,,,,,,,427.13763846,,
2023,1,33,330227105,9,10,1,,,,,2,2,50,1,2,1,1,2.0,2.0,,,,,,,325.69821277,,
2023,1,21,210056139,12,10,1,9.0,2.0,2.0,1.0,1,2,47,1,2,2,4,2.0,2.0,1.0,6.0,1.0,,4.0,16.0,52.4368955,300.0,300.0
2024,1,35,350232050,8,10,2,,,,,1,1,15,3,2,1,4,3.0,1.0,,,,,,,1325.7984118,,
2024,1,42,420201171,9,11,2,1.0,,1.0,1.0,1,1,17,3,4,1,4,4.0,1.0,2.0,4.0,3.0,1.0,3.0,44.0,260.38285534,2000.0,2000.0
2023,3,50,500038385,1,10,1,,,,,1,4,86,1,2,1,4,2.0,2.0,,,,,,,337.26040387,,
2025,1,31,310284664,7,11,1,1.0,,1.0,1.0,1,4,49,1,2,1,4,3.0,2.0,4.0,9.0,3.0,2.0,4.0,48.0,507.36689309,2000.0,4000.0
2024,2,31,310532336,14,11,2,1.0,,1.0,1.0,1,4,31,2,5,2,4,4.0,2.0,1.0,9.0,4.0,2.0,2.0,40.0,160.11581466,1412.0,1412.0
2023,2,35,350392509,12,10,3,,,,,1,4,11,3,3,2,4,2.0,1.0,,,,,,,435.48456809,,
2024,3,32,320016972,5,12,1,2.0,,2.0,1.0,1,2,21,1,2,1,4,4.0,2.0,3.0,7.0,4.0,2.0,2.0,35.0,201.3761594,2500.0,2500.0
2024,2,29,290068150,12,11,2,,,,,1,1,84,2,3,1,4,2.0,2.0,,,,,,,1150.08651286,,
2025,3,42,420203080,6,12,2,,,,,1,1,16,8,2,1,4,4.0,1.0,,,,,,,156.35040687,,
2023,1,42,420099270,14,10,1,,,,,2,4,65,1,1,1,4,1.0,2.0,,,,,,,203.54166595,,
2023,2,23,230022611,3,10,3,,,,,1,5,25,3,4,2,4,4.0,2.0,,,,,,,315.10345171,,
2025,2,26,260201897,8,12,4,6.0,,1.0,1.0,2,1,25,10,5,1,4,5.0,1.0,9.0,5.0,,2.0,3.0,40.0,774.11706416,1518.0,150.0
2024,4,31,310131650,6,11,3,2.0,,2.0,1.0,1,4,43,3,6,1,4,5.0,2.0,7.0,9.0,4.0,1.0,2.0,40.0,655.74308845,1412.0,1412.0
2023,4,15,150028253,9,10,2,,,,,1,1,70,2,5,1,4,4.0,2.0,,,,,,,520.2706086,,
2024,4,41,410077942,12,11,1,1.0,,1.0,1.0,1,1,50,1,1,2,2,2.0,2.0,4.0,8.0,4.0,2.0,3.0,42.0,561.19763866,2300.0,2800.0
2024,1,53,530003575,10,11,4,,,,,2,1,64,6,4,1,1,2.0,2.0,,,,,,,120.62997683,,
2024,4,33,330222702,4,11,1,,,,,1,1,81,1,2,1,2,5.0,2.0,,,,,,,210.42727889,,
2024,4,35,351263198,7,12,1,4.0,,2.0,1.0,2,1,52,1,2,1,2,3.0,2.0,11.0,9.0,,,4.0,30.0,1539.47643605,2000.0,2000.0
2025,1,41,410063551,7,11,3,,,,,2,1,11,3,4,1,1,2.0,1.0,,,,,,,399.93100915,,
2024,1,41,410013806,8,10,1,9.0,2.0,1.0,1.0,1,1,59,1,2,1,4,2.0,2.0,1.0,6.0,1.0,,4.0,50.0,54.40137675,3000.0,3000.0
2023,4,26,260205979,1,10,4,,,,,2,4,16,3,6,1,2,3.0,1.0,,,,,,,849.68665949,,
2023,1,14,140005149,4,10,5,,,,,2,4,16,12,6,1,1,4.0,1.0,,,,,,,107.22237858,,
2025,1,35,350123687,3,12,2,7.0,,1.0,1.0,2,4,49,2,3,2,4,7.0,2.0,9.0,2.0,,2.0,4.0,40.0,262.04532357,2400.0,2400.0
2025,4,12,120003167,12,12,2,2.0,,2.0,1.0,1,4,25,3,2,2,4,5.0,2.0,1.0,9.0,1.0,1.0,1.0,40.0,75.27729242,800.0,800.0
2024,3,50,500045687,3,11,1,9.0,2.0,1.0,1.0,1,4,53,1,2,1,1,2.0,2.0,2.0,7.0,1.0,,4.0,32.0,206.35118056,2600.0,2600.0
2025,4,33,330136192,7,12,2,9.0,2.0,1.0,1.0,1,4,44,2,4,1,4,2.0,2.0,1.0,6.0,1.0,,4.0,40.0,904.57946844,2500.0,2500.0
2025,3,35,351460076,14,12,4,,,,,1,1,7,3,4,2,2,1.0,1.0,,,,,,,166.56465724,,
2024,3,53,530026870,2,11,4,,,,,1,4,1,3,4,2,1,,,,,,,,,448.10466689,,
2024,3,35,350010580,3,11,1,2.0,,1.0,1.0,1,1,54,1,3,1,1,7.0,2.0,7.0,2.0,3.0,2.0,4.0,40.0,783.93722406,13500.0,13500.0
2025,4,35,350622431,4,12,6,,,,,1,1,4,3,6,1,4,,,,,,,,,1557.43164688,,
2024,3,27,270076102,4,11,1,,,,,2,4,25,1,4,2,4,2.0,2.0,,,,,,,109.65881232,,
2025,2,33,330136192,5,12,1,9.0,2.0,2.0,1.0,1,4,35,1,3,1,4,3.0,2.0,3.0,9.0,1.0,,2.0,40.0,914.03204517,1500.0,1500.0
2023,1,23,230085425,4,10,3,,,,,1,4,31,3,3,2,4,1.0,2.0,,,,,,,207.29981296,,
2023,1,50,500019746,11,10,1,,,,,1,3,56,1,2,1,4,2.0,2.0,,,,,,,221.92547403,,
2025,4,23,230077501,5,12,2,,,,,2,4,29,2,3,2,4,5.0,2.0,,,,,,,401.40872801,,
2023,3,17,170003621,13,11,2,,,,,1,2,62,2,2,1,1,2.0,2.0,,,,,,,125.66196124,,
2024,2,27,270028183,10,11,1,9.0,2.0,2.0,1.0,1,2,26,1,1,1,1,5.0,2.0,5.0,8.0,1.0,,3.0,70.0,224.98718087,1350.0,1350.0
2025,1,42,420085688,2,12,2,1.0,,1.0,1.0,2,1,27,2,2,1,1,7.0,2.0,9.0,2.0,4.0,1.0,1.0,48.0,164.63419453,4000.0,4000.0
2023,3,35,350615920,9,11,3,,,,,1,1,63,10,3,1,4,2.0,2.0,,,,,,,1129.07254473,,
2024,4,43,430097352,11,12,1,,,,,1,1,63,1,1,1,1,7.0,2.0,,,,,,,294.21487308,,
2025,1,51,510051124,10,12,1,1.0,,1.0,1.0,1,2,38,1,3,1,4,5.0,2.0,4.0,5.0,3.0,2.0,4.0,40.0,325.52528579,4500.0,4500.0
2023,4,16,160008910,6,11,4,9.0,2.0,2.0,1.0,1,4,35,14,6,1,1,7.0,2.0,10.0,2.0,1.0,,4.0,40.0,230.21568445,3960.0,3960.0
2023,2,25,250013837,6,10,4,,,,,1,4,9,3,4,1,1,2.0,1.0,,,,,,,253.1185517,,
2023,4,42,420114430,13,10,1,9.0,1.0,1.0,1.0,1,1,42,1,2,2,4,2.0,2.0,6.0,5.0,1.0,,3.0,24.0,178.55222744,1500.0,1500.0
2023,1,23,230073548,3,10,1,,,,,2,4,60,1,1,1,1,5.0,2.0,,,,,,,290.38918612,,
2023,2,25,250045541,12,10,2,,,,,1,2,59,2,3,2,2,2.0,2.0,,,,,,,208.41252623,,
2024,4,24,240041666,7,12,1,9.0,1.0,1.0,1.0,2,4,48,1,5,1,4,6.0,2.0,4.0,5.0,1.0,,4.0,40.0,196.83551687,1412.0,1412.0
2023,1,31,310032626,12,10,1,8.0,1.0,1.0,1.0,2,4,49,1,1,2,4,5.0,2.0,6.0,5.0,1.0,,4.0,92.0,31.43816404,4000.0,4000.0
2023,3,27,270071340,9,10,1,,,,,2,4,76,1,2,2,4,1.0,2.0,,,,,,,95.71680767,,
2024,1,53,530026706,9,11,1,,,,,2,4,30,1,6,1,1,4.0,2.0,,,,,,,293.59512097,,
2024,1,31,310124121,5,10,1,9.0,2.0,1.0,1.0,2,4,39,1,3,1,1,7.0,2.0,7.0,2.0,1.0,,4.0,40.0,804.54794383,2500.0,2000.0
2024,2,12,120006013,9,11,3,,,,,1,4,22,3,5,1,1,1.0,2.0,,,,,,,84.78457997,,
2023,4,43,430074010,14,11,2,2.0,,2.0,1.0,1,4,59,2,2,1,4,3.0,2.0,3.0,7.0,1.0,2.0,2.0,44.0,495.06156733,1500.0,1500.0
2024,4,52,520051768,13,12,1,,,,,2,2,57,1,3,1,2,2.0,2.0,,,,,,,476.1574971,,
2025,3,11,110005150,5,12,1,,,,,1,4,81,1,2,2,4,1.0,2.0,,,,,,,94.11696646,,
2023,1,26,260099880,11,10,2,,,,,2,4,4,3,2,1,4,,,,,,,,,497.01641142,,
2023,2,50,500038349,1,11,2,7.0,,1.0,1.0,2,4,42,2,2,2,4,3.0,2.0,9.0,5.0,,2.0,4.0,40.0,107.2815068,2500.0,2500.0
2024,1,43,430093819,6,11,1,1.0,,1.0,1.0,2,1,33,1,2,1,2,7.0,2.0,7.0,3.0,2.0,2.0,4.0,44.0,659.45664083,2500.0,2500.0
2024,4,28,280008964,2,11,2,,,,,1,4,72,2,3,2,4,2.0,2.0,,,,,,,81.56129086,,
2024,2,41,410064703,1,11,2,,,,,2,4,24,2,7,1,4,2.0,2.0,,,,,,,325.57589101,,
2023,3,42,420035062,12,11,1,9.0,2.0,2.0,1.0,1,1,53,1,2,1,4,5.0,2.0,3.0,7.0,1.0,,1.0,44.0,106.31649226,3000.0,3000.0
2025,4,21,210092894,7,12,3,1.0,,1.0,1.0,2,4,37,3,4,1,1,5.0,1.0,7.0,4.0,1.0,2.0,4.0,40.0,309.68012549,2000.0,2000.0
2023,1,31,310094680,7,10,1,9.0,2.0,2.0,1.0,1,1,36,1,3,2,4,5.0,2.0,1.0,6.0,1.0,,4.0,40.0,86.16248685,3000.0,3000.0
2023,1,51,510031247,3,10,1,9.0,1.0,1.0,1.0,1,1,60,1,2,1,4,5.0,2.0,4.0,5.0,1.0,,4.0,40.0,249.62140912,2500.0,2500.0
2024,2,43,430038256,2,11,3,,,,,1,1,15,3,5,2,4,3.0,1.0,,,,,,,125.66371789,,
2025,4,43,430409280,3,13,1,,,,,1,1,74,1,2,1,4,2.0,2.0,,,,,,,561.28048479,,
2025,3,25,250187252,8,12,1,4.0,,1.0,1.0,2,4,29,1,5,2,2,2.0,2.0,11.0,5.0,,,2.0,10.0,134.44917927,900.0,900.0
2023,4,51,510066519,13,11,3,9.0,2.0,2.0,1.0,1,4,30,3,6,1,4,4.0,2.0,5.0,8.0,1.0,,4.0,60.0,428.84439817,5000.0,6000.0
2024,4,25,250013471,11,12,2,,,,,1,4,79,2,2,1,1,5.0,2.0,,,,,,,267.42582668,,
2025,2,21,210152152,6,12,1,1.0,,1.0,1.0,2,4,53,1,1,1,4,2.0,2.0,6.0,5.0,1.0,2.0,4.0,46.0,184.15837394,1518.0,1518.0
2023,2,33,330070990,8,11,1,8.0,1.0,1.0,1.0,2,1,31,1,2,1,2,7.0,2.0,4.0,5.0,1.0,,4.0,45.0,397.85763165,3000.0,3000.0
2025,1,51,510054660,3,12,3,,,,,2,2,15,8,3,1,1,3.0,1.0,,,,,,,245.82880177,,
2024,1,12,120001135,8,11,4,,,,,1,4,2,3,4,2,4,,,,,,,,,64.16734865,,
2025,3,27,270007913,12,12,1,1.0,,1.0,1.0,1,4,39,1,1,1,1,5.0,2.0,7.0,4.0,4.0,2.0,4.0,30.0,213.39219488,1800.0,1800.0
2025,1,35,350714694,9,11,5,,,,,2,4,11,3,5,2,4,2.0,1.0,,,,,,,75.81494625,,
2024,2,22,220024210,3,11,3,,,,,2,4,13,3,3,1,4,2.0,1.0,,,,,,,211.89637292,,
2025,1,43,430113966,1,12,3,2.0,,2.0,1.0,1,1,25,3,4,1,1,6.0,1.0,9.0,3.0,4.0,1.0,2.0,30.0,566.67642281,700.0,700.0
2025,2,29,290133471,2,12,3,8.0,1.0,1.0,1.0,1,4,24,3,4,1,4,5.0,2.0,4.0,5.0,1.0,,4.0,44.0,1281.00823585,3000.0,3000.0
2024,2,11,110021750,3,11,3,,,,,2,4,9,8,4,1,4,2.0,1.0,,,,,,,264.58081596,,
2023,2,29,290205700,8,10,1,9.0,2.0,2.0,1.0,1,4,46,1,4,1,4,2.0,2.0,2.0,7.0,1.0,,4.0,40.0,1061.89818011,800.0,800.0
2024,1,35,351361080,2,11,1,,,,,1,1,67,1,2,1,4,7.0,2.0,,,,,,,1489.71510252,,
2023,4,22,220011460,4,11,2,2.0,,2.0,1.0,2,4,39,2,3,2,4,3.0,2.0,6.0,5.0,2.0,2.0,4.0,44.0,450.25057659,1320.0,1320.0
2024,4,41,410141470,12,11,1,9.0,1.0,1.0,1.0,2,1,47,1,3,1,1,5.0,2.0,6.0,5.0,1.0,,4.0,50.0,322.86276279,3000.0,3000.0
2023,1,42,420128674,4,10,2,1.0,,1.0,1.0,2,1,26,2,3,1,4,7.0,2.0,2.0,4.0,4.0,2.0,4.0,44.0,473.19556496,2300.0,2300.0
2023,3,21,210031020,13,11,3,,,,,2,4,26,3,5,1,3,5.0,2.0,,,,,,,423.55832414,,
2024,4,31,310131433,11,12,3,1.0,,1.0,1.0,1,1,24,3,3,1,2,5.0,2.0,6.0,5.0,3.0,2.0,4.0,42.0,984.46908369,3200.0,3500.0
2023,1,35,350060072,7,10,2,4.0,,2.0,1.0,2,1,42,2,3,1,4,2.0,2.0,11.0,9.0,,,4.0,40.0,1729.51114146,2400.0,2400.0
2024,1,24,240019348,13,11,1,4.0,,2.0,1.0,2,4,45,1,3,1,4,3.0,2.0,11.0,5.0,,,4.0,40.0,299.61877392,500.0,500.0
2025,2,35,350454352,5,12,1,1.0,,1.0,1.0,2,1,42,1,4,1,4,7.0,2.0,9.0,2.0,4.0,2.0,4.0,36.0,940.19030702,6500.0,6500.0
2024,4,13,130074648,7,11,4,,,,,2,1,2,3,4,2,4,,,,,,,,,215.7006684,,
2023,3,43,430172372,14,10,2,1.0,,1.0,1.0,2,4,40,2,3,1,4,5.0,2.0,2.0,3.0,4.0,2.0,3.0,44.0,584.57069783,2000.0,2000.0
2023,4,31,310410486,5,10,1,,,,,2,4,56,1,1,1,2,3.0,2.0,,,,,,,600.3023353,,
2023,3,24,240006286,4,10,4,,,,,2,4,0,3,4,1,4,,,,,,,,,661.24972393,,
2025,1,23,230078327,8,11,2,,,,,1,1,55,2,2,1,4,1.0,2.0,,,,,,,331.49207222,,
2025,4,42,420018567,4,12,2,9.0,1.0,1.0,1.0,2,1,30,2,2,1,4,7.0,2.0,7.0,2.0,1.0,,4.0,40.0,264.01455056,4000.0,4000.0
2025,4,28,280079829,10,12,3,,,,,2,4,8,3,4,1,2,2.0,1.0,,,,,,,123.01244472,,
2023,3,35,350714414,7,11,1,,,,,2,1,78,1,1,2,4,2.0,2.0,,,,,,,42.76105351,,
2025,3,51,510046914,1,12,3,,,,,1,2,3,3,3,1,1,,,,,,,,,256.94352148,,
2024,3,32,320029190,4,12,1,,,,,2,1,84,1,3,1,1,5.0,2.0,,,,,,,122.3562195,,
2025,2,27,270031883,13,11,1,9.0,2.0,2.0,1.0,2,4,27,1,5,2,4,3.0,2.0,10.0,7.0,1.0,,4.0,6.0,124.19085712,150.0,100.0
2025,4,43,430080441,13,12,1,,,,,2,1,37,1,3,1,4,7.0,2.0,,,,,,,708.87034642,,
2024,3,29,290115461,6,11,1,,,,,2,4,78,1,4,2,4,2.0,2.0,,,,,,,317.41771159,,
2024,1,32,320020735,14,11,4,,,,,1,4,10,8,4,1,4,2.0,1.0,,,,,,,238.16330097,,
2025,1,21,210023162,1,11,4,,,,,1,4,15,8,5,2,4,2.0,1.0,,,,,,,91.8949821,,
2023,4,41,410067103,1,11,2,2.0,,2.0,1.0,1,1,54,2,2,1,4,1.0,2.0,1.0,9.0,1.0,2.0,4.0,40.0,401.76333053,1500.0,1500.0
2024,1,33,330109279,10,11,2,9.0,2.0,2.0,1.0,2,4,52,2,2,1,4,5.0,2.0,7.0,2.0,1.0,,3.0,40.0,551.74043715,500.0,500.0
2023,1,35,350550848,1,10,2,3.0,,1.0,1.0,2,5,55,2,3,1,1,5.0,2.0,11.0,9.0,,,4.0,40.0,725.77333029,2000.0,2000.0
2023,2,11,110015581,9,10,2,,,,,2,4,61,2,3,1,4,1.0,2.0,,,,,,,178.59343699,,
2024,3,28,280013347,3,11,3,,,,,1,2,12,3,3,2,4,2.0,1.0,,,,,,,287.78455921,,
2025,4,32,320065680,12,12,1,9.0,2.0,2.0,1.0,1,4,61,1,1,1,2,2.0,2.0,3.0,7.0,1.0,,4.0,40.0,196.31510348,1600.0,1600.0
2024,2,21,210046613,13,11,2,,,,,1,4,13,3,2,1,4,2.0,1.0,,,,,,,207.74684819,,
2024,4,13,130074967,13,11,1,1.0,,1.0,1.0,1,2,50,1,3,1,1,5.0,2.0,2.0,7.0,4.0,2.0,3.0,40.0,468.9708302,4200.0,4200.0
2025,4,29,290404638,1,13,3,,,,,1,2,10,3,5,2,4,2.0,1.0,,,,,,,400.31199344,,
2025,4,25,250148764,11,13,2,7.0,,1.0,1.0,2,1,45,2,3,1,4,7.0,2.0,9.0,2.0,,2.0,4.0,50.0,132.30871875,3800.0,3800.0
2024,1,35,350191500,5,11,1,,,,,2,1,53,1,3,2,4,7.0,2.0,,,,,,,315.62314318,,
2025,4,23,230393771,9,13,2,1.0,,1.0,1.0,1,4,46,2,3,1,2,5.0,2.0,4.0,9.0,4.0,2.0,4.0,44.0,473.07298547,1518.0,1518.0
2025,4,35,350144163,13,12,3,,,,,2,1,15,3,3,1,2,3.0,1.0,,,,,,,1017.36847376,,
2024,4,35,350414380,8,11,1,1.0,,1.0,1.0,1,1,55,1,4,2,4,2.0,2.0,1.0,8.0,4.0,2.0,4.0,40.0,368.60960646,3200.0,3200.0
2024,1,16,160002843,14,10,1,6.0,,1.0,1.0,1,4,35,1,6,1,4,3.0,2.0,8.0,4.0,,1.0,4.0,52.0,229.06864476,1536.0,1536.0
2024,3,35,351221743,8,12,3,1.0,,1.0,1.0,1,1,37,4,3,1,1,5.0,2.0,7.0,4.0,4.0,2.0,4.0,44.0,1792.25012216,1412.0,1412.0
2025,2,27,270035641,12,12,1,,,,,2,4,27,1,8,1,1,2.0,2.0,,,,,,,178.64664082,,
2025,1,31,310556480,4,11,1,9.0,2.0,1.0,1.0,1,2,57,1,2,1,4,7.0,2.0,5.0,8.0,1.0,,4.0,60.0,534.55391654,3000.0,3000.0
2025,2,41,410142231,11,12,3,9.0,2.0,1.0,1.0,1,1,34,3,6,2,4,5.0,2.0,1.0,6.0,1.0,,4.0,40.0,217.59782404,1500.0,1500.0
2024,2,15,150112870,13,11,1,10.0,,2.0,1.0,2,4,60,1,8,2,4,5.0,2.0,2.0,8.0,1.0,,4.0,30.0,326.18700436,,
2023,3,53,530027856,6,11,5,,,,,1,4,8,3,6,1,1,2.0,1.0,,,,,,,318.02416168,,
2025,2,26,260193107,11,12,1,,,,,1,4,58,1,2,2,4,1.0,2.0,,,,,,,221.98759999,,
2025,3,33,330773471,7,12,1,,,,,2,1,75,1,2,1,1,5.0,2.0,,,,,,,877.66589536,,
2023,3,33,330227016,14,10,1,2.0,,2.0,1.0,2,1,51,1,4,2,4,2.0,2.0,1.0,9.0,1.0,2.0,4.0,50.0,349.05976925,600.0,600.0
2023,1,35,351121640,14,10,1,4.0,,2.0,1.0,2,4,42,1,3,1,4,5.0,2.0,11.0,5.0,,,3.0,40.0,493.13006919,1300.0,1300.0
2023,2,43,430180253,12,11,2,10.0,,2.0,1.0,2,1,45,2,3,2,4,6.0,2.0,1.0,6.0,1.0,,4.0,40.0,128.3409556,,
2023,4,11,110012740,10,11,3,,,,,2,4,4,3,3,2,4,,,,,,,,,120.4383202,,
2023,4,52,520075916,1,11,3,9.0,2.0,2.0,1.0,1,1,42,3,3,2,4,5.0,2.0,1.0,6.0,1.0,,4.0,56.0,215.57174866,3000.0,2800.0
2024,2,35,350074565,10,11,1,,,,,1,1,65,1,3,1,4,7.0,2.0,,,,,,,1538.97389387,,
2024,3,31,310168369,5,11,2,9.0,1.0,1.0,1.0,2,4,29,2,3,1,4,2.0,2.0,7.0,5.0,1.0,,4.0,44.0,1046.55712493,4000.0,4000.0
2025,2,16,160002142,11,12,3,,,,,1,4,13,3,4,1,2,2.0,1.0,,,,,,,139.59321933,,
2024,4,17,170000636,13,11,1,1.0,,1.0,1.0,2,2,33,1,2,1,4,5.0,1.0,4.0,5.0,1.0,2.0,2.0,36.0,209.83412509,706.0,1336.0
2024,1,50,500072230,6,11,3,2.0,,2.0,1.0,2,4,38,3,5,1,4,5.0,2.0,5.0,5.0,4.0,1.0,2.0,44.0,329.3238642,1412.0,1320.0
2023,2,32,320073215,13,10,1,9.0,2.0,2.0,1.0,1,4,42,1,4,2,4,2.0,2.0,1.0,6.0,1.0,,4.0,50.0,120.70534528,800.0,800.0
2024,3,43,430213418,8,11,2,9.0,1.0,1.0,1.0,1,1,37,2,4,1,2,2.0,2.0,2.0,7.0,1.0,,4.0,40.0,531.65758489,2000.0,2000.0
2023,4,25,250004628,9,11,2,9.0,2.0,2.0,1.0,1,4,32,2,4,1,4,5.0,2.0,3.0,7.0,1.0,,4.0,40.0,252.71825777,2000.0,2000.0
2024,4,43,430018514,3,11,1,,,,,1,4,76,1,1,1,4,7.0,2.0,,,,,,,354.42567444,,
2024,2,11,110002681,11,11,2,2.0,,2.0,1.0,2,4,52,3,4,1,1,5.0,2.0,6.0,5.0,1.0,2.0,4.0,40.0,253.63311568,1415.0,1415.0
2023,1,31,310173253,12,10,3,,,,,1,4,17,8,4,2,4,4.0,1.0,,,,,,,285.72109504,,
2023,4,21,210095935,4,10,3,2.0,,2.0,1.0,1,4,19,3,6,1,4,5.0,2.0,6.0,8.0,1.0,2.0,2.0,24.0,413.57895294,1600.0,1600.0
2025,1,27,270030274,1,12,4,,,,2.0,1,4,18,3,4,2,4,5.0,2.0,,,,,,,56.44902627,,
2024,3,17,170024379,2,11,2,2.0,,2.0,1.0,1,4,49,2,5,1,1,2.0,2.0,3.0,9.0,4.0,2.0,2.0,40.0,224.55857691,2000.0,2000.0
2024,3,50,500006268,7,11,3,,,,,2,4,3,3,3,1,1,,,,,,,,,167.0272882,,
2024,3,15,150079702,9,11,1,,,,,2,4,24,1,4,2,4,3.0,2.0,,,,,,,462.32235852,,
2024,4,16,160008472,13,11,2,,,,,2,4,74,6,2,1,2,7.0,2.0,,,,,,,111.8553904,,
2024,2,33,330063029,9,11,4,,,,,1,1,3,3,6,1,4,,,,,,,,,170.40573263,,
2023,3,15,150081565,9,11,4,,,,,1,4,19,3,4,1,4,5.0,1.0,,,,,,,790.28150881,,
2023,2,35,351160559,12,10,1,,,,,1,1,63,1,1,1,4,2.0,2.0,,,,,,,1447.92157861,,
2025,3,52,520157125,13,12,2,1.0,,1.0,1.0,2,2,61,2,2,1,2,3.0,2.0,4.0,4.0,1.0,2.0,4.0,50.0,475.29202491,2000.0,2000.0
2025,1,29,290103835,6,11,2,,,,,2,4,20,3,4,2,4,5.0,2.0,,,,,,,150.5183522,,
2025,3,26,260351137,9,12,3,,,,,1,1,23,4,4,1,4,5.0,2.0,,,,,,,603.01585015,,
2023,2,27,270010160,14,11,1,,,,,2,4,61,1,2,2,4,1.0,2.0,,,,,,,28.10093256,,
2025,4,22,220026502,8,12,2,,,,2.0,2,1,28,2,2,1,1,6.0,2.0,,,,,,,613.55737728,,
2023,3,31,310547144,5,10,2,8.0,1.0,1.0,1.0,1,4,48,2,3,1,4,3.0,2.0,4.0,1.0,3.0,,4.0,44.0,1201.22310053,6000.0,6000.0
2023,4,27,270075808,9,10,4,,,,,2,4,8,8,4,1,4,2.0,1.0,,,,,,,165.24082118,,
2025,3,12,120007246,10,12,2,2.0,,2.0,1.0,1,4,44,3,4,1,1,7.0,1.0,4.0,5.0,1.0,2.0,4.0,44.0,124.74191287,2000.0,2000.0
2023,1,35,350482630,9,10,4,,,,,2,1,6,3,4,2,4,1.0,1.0,,,,,,,234.66965396,,
2023,4,43,430020392,11,11,2,4.0,,2.0,1.0,2,1,57,2,4,1,2,1.0,2.0,11.0,9.0,,,2.0,27.0,693.84537217,1300.0,1300.0
2023,2,31,310134946,5,11,4,,,,,2,4,16,3,4,1,2,4.0,1.0,,,,,,,915.53287221,,
2023,4,51,510088991,3,11,1,,,,,2,4,26,1,3,2,4,7.0,2.0,,,,,,,313.89642357,,
2024,3,33,330405733,14,12,1,,,,2.0,1,1,39,1,5,1,2,6.0,2.0,,,,,,,432.09055476,,
2023,4,29,290105880,8,11,1,9.0,2.0,2.0,1.0,1,2,26,1,2,1,4,4.0,2.0,10.0,5.0,1.0,,4.0,48.0,356.39875976,600.0,600.0
2023,2,26,260194010,7,11,3,,,,,2,4,94,6,5,1,1,1.0,2.0,,,,,,,322.92781773,,
2025,3,41,410359925,4,12,2,,,,,1,4,7,3,4,1,2,2.0,1.0,,,,,,,737.51492645,,
2024,3,12,120011296,3,11,1,,,,,2,4,56,1,1,2,4,1.0,2.0,,,,,,,29.49550446,,
2023,2,14,140014242,1,10,3,,,,,2,4,0,3,4,1,1,,,,,,,,,397.88540273,,
2025,3,32,320091426,11,12,2,,,,,2,1,56,2,3,1,2,7.0,2.0,,,,,,,275.77372663,,
2023,2,13,130074310,12,10,3,,,,,2,4,9,3,5,1,1,2.0,1.0,,,,,,,465.23613847,,
2023,1,42,420089521,3,10,1,1.0,,1.0,1.0,2,1,37,1,4,2,4,4.0,2.0,2.0,8.0,2.0,2.0,4.0,40.0,112.36896255,1500.0,1500.0
2025,4,31,310563378,14,12,2,10.0,,2.0,1.0,2,1,41,2,4,2,4,2.0,2.0,1.0,6.0,1.0,,4.0,56.0,231.55680146,,
2023,3,43,430148907,8,10,5,,,,,2,1,4,3,5,1,1,,,,,,,,,259.81865977,,
2024,1,32,320041619,11,10,1,6.0,,1.0,1.0,2,4,47,1,1,1,4,5.0,2.0,9.0,9.0,,1.0,1.0,20.0,193.72113859,1420.0,1420.0
2024,4,33,330219954,11,11,1,9.0,2.0,1.0,1.0,1,2,52,1,1,1,4,2.0,2.0,1.0,6.0,1.0,,4.0,40.0,429.64911541,1500.0,1500.0
2023,3,26,260035001,9,10,1,,,,,1,1,75,1,2,1,2,2.0,2.0,,,,,,,528.89861792,,
2024,2,43,430156681,8,11,2,1.0,,1.0,1.0,1,1,25,2,3,2,4,5.0,2.0,5.0,8.0,3.0,2.0,2.0,60.0,402.7269629,3000.0,3000.0
2023,2,32,320063400,11,10,1,1.0,,1.0,1.0,2,1,33,1,1,1,2,5.0,1.0,7.0,5.0,4.0,2.0,2.0,48.0,211.84470536,2200.0,2200.0
2023,3,26,260129799,8,11,4,,,,,1,4,0,3,6,1,4,,,,,,,,,622.78912784,,
2023,1,50,500021996,4,10,3,9.0,2.0,2.0,1.0,1,4,67,13,3,1,4,1.0,2.0,4.0,9.0,1.0,,4.0,20.0,240.47547654,150.0,150.0
2025,4,35,350418550,3,12,1,,,,,2,1,62,1,1,1,1,7.0,2.0,,,,,,,1188.04283364,,
2024,3,51,510050576,13,11,3,,,,,2,4,14,3,6,1,1,2.0,1.0,,,,,,,410.83663157,,
2023,1,21,210056475,5,10,1,,,,,1,4,44,1,1,2,4,2.0,2.0,,,,,,,111.32406172,,
2025,1,35,351255436,2,11,1,9.0,2.0,2.0,1.0,1,2,60,1,3,1,1,3.0,2.0,5.0,9.0,1.0,,2.0,8.0,654.20329086,800.0,600.0
2024,2,31,310287220,3,11,2,2.0,,2.0,1.0,1,2,34,2,4,1,4,2.0,2.0,2.0,7.0,2.0,2.0,2.0,24.0,884.28658857,700.0,700.0
2023,3,15,150079626,3,10,1,8.0,2.0,2.0,1.0,2,1,66,1,2,2,4,2.0,2.0,1.0,1.0,1.0,,4.0,10.0,244.19910116,5000.0,0.0
