Ano,Trimestre,UF,UPA,V1008,V1014,V2003,VD4009,V4019,VD4012,VD4002,V2007,V2010,V2009,VD2002,VD2003,V1022,V1023,VD3004,V3002,VD4010,VD4011,V4018,V4025,V4040,VD4031,V1028,VD4016,VD4017
2025,4,31,310719930,6,12,1,,,,,2,4,72,1,2,2,2,5.0,2.0,,,,,,,26.09940095,,
2023,2,23,230039386,1,10,7,,,,,2,4,16,17,5,1,4,4.0,1.0,,,,,,,206.18190199,,
2024,2,43,430201345,8,11,3,,,,,1,1,16,3,4,1,1,3.0,1.0,,,,,,,261.0339533,,
2024,1,43,430016023,3,11,1,,,,,1,1,76,1,3,1,2,2.0,2.0,,,,,,,535.6993103,,
2025,1,21,210111444,14,12,1,,,,,1,4,73,1,5,1,4,1.0,2.0,,,,,,,352.97848984,,
2023,4,17,170024840,2,10,2,1.0,,1.0,1.0,1,3,51,2,4,1,1,6.0,1.0,2.0,5.0,4.0,2.0,4.0,40.0,151.41572201,7000.0,7000.0
2023,1,32,320005187,13,10,4,,,,,1,4,20,8,4,1,4,5.0,1.0,,,,,,,359.46143908,,
2025,4,50,500007361,4,12,1,9.0,2.0,1.0,1.0,2,4,53,1,2,1,4,2.0,2.0,10.0,5.0,1.0,,3.0,32.0,312.74273507,400.0,400.0
2025,2,31,310636995,2,12,2,,,,,1,4,19,3,2,1,4,4.0,1.0,,,,,,,544.99941026,,
2025,4,43,430025520,6,12,1,10.0,,2.0,1.0,2,1,52,1,3,2,4,3.0,2.0,1.0,6.0,1.0,,4.0,35.0,88.30758737,,
2024,1,31,310325017,2,11,3,,,,,2,4,4,3,3,1,4,,,,,,,,,1762.78460996,,
2024,3,21,210084953,5,11,2,,,,,2,4,73,2,2,2,4,3.0,2.0,,,,,,,122.88755774,,
2024,4,51,510006860,10,12,1,8.0,1.0,1.0,1.0,1,2,29,1,2,1,1,5.0,1.0,6.0,5.0,2.0,,4.0,55.0,521.97328126,6000.0,6000.0
2023,1,21,210030525,4,10,4,,,,,2,4,12,3,5,1,2,2.0,1.0,,,,,,,371.34726584,,
2023,3,24,240005022,6,11,1,,,,,2,4,50,1,2,1,4,2.0,2.0,,,,,,,374.18496645,,
2023,3,50,500007100,5,11,1,,,,,2,5,38,1,3,1,1,2.0,2.0,,,,,,,278.90995145,,
2025,2,35,350383356,2,12,1,1.0,,1.0,1.0,1,4,21,1,1,1,2,2.0,2.0,2.0,9.0,4.0,2.0,2.0,44.0,2511.21124299,1800.0,1800.0
2025,1,43,430144210,1,12,1,,,,,2,1,71,1,1,1,1,3.0,2.0,,,,,,,177.00638963,,
2025,2,29,290246560,14,11,2,,,,,2,4,16,3,2,1,2,4.0,1.0,,,,,,,1240.9144635,,
2025,3,43,430265112,1,12,2,,,,,2,1,10,3,2,1,4,2.0,1.0,,,,,,,517.17379238,,
2023,2,23,230128035,1,10,1,9.0,2.0,2.0,1.0,2,4,44,1,3,1,4,7.0,2.0,9.0,2.0,1.0,,4.0,40.0,273.86969975,600.0,600.0
2023,4,27,270009443,9,11,1,1.0,,1.0,1.0,2,4,33,1,4,1,1,2.0,2.0,4.0,5.0,1.0,2.0,3.0,48.0,248.74394601,1320.0,1320.0
2025,4,51,510065204,14,12,2,7.0,,1.0,1.0,1,4,35,2,11,1,4,2.0,2.0,8.0,9.0,,2.0,3.0,44.0,541.00746224,2000.0,2000.0
2024,3,51,510056876,1,11,5,,,,,2,2,79,7,6,1,4,1.0,2.0,,,,,,,188.07082002,,
2025,1,52,520047230,3,12,4,,,,,1,4,0,3,4,1,2,,,,,,,,,582.32864137,,
2023,1,29,290101827,5,10,1,,,,2.0,1,4,25,1,3,1,4,4.0,2.0,,,,,,,1234.78679444,,
2023,2,43,430163113,1,11,3,,,,,1,1,9,3,4,1,2,2.0,1.0,,,,,,,803.87172043,,
2023,4,15,150117390,6,11,1,2.0,,2.0,1.0,1,4,45,1,3,1,4,2.0,2.0,2.0,8.0,3.0,2.0,1.0,46.0,589.49849491,1200.0,0.0
2023,4,43,430103549,2,11,1,9.0,2.0,2.0,1.0,1,1,47,1,2,2,4,2.0,2.0,3.0,7.0,1.0,,4.0,40.0,152.00880029,2200.0,2200.0
2024,4,31,310571223,14,11,3,1.0,,1.0,1.0,1,1,22,3,4,1,4,7.0,2.0,2.0,3.0,4.0,2.0,4.0,40.0,371.85585285,2500.0,5000.0
2025,4,29,290357338,13,12,3,,,,,1,2,17,3,3,2,4,3.0,1.0,,,,,,,445.59552736,,
2023,3,31,310025106,8,10,2,2.0,,2.0,1.0,1,2,39,2,2,1,4,2.0,2.0,10.0,9.0,1.0,1.0,4.0,16.0,689.16131002,400.0,400.0
2023,2,50,500059251,13,11,2,2.0,,1.0,1.0,2,4,43,3,3,1,1,5.0,2.0,6.0,4.0,1.0,2.0,2.0,40.0,288.8775068,1320.0,1302.0
2025,4,22,220105064,9,13,1,2.0,,2.0,1.0,1,4,37,1,4,1,1,7.0,2.0,4.0,3.0,4.0,2.0,4.0,44.0,208.9857835,2500.0,2500.0
2024,4,31,310507145,9,11,2,9.0,2.0,1.0,1.0,1,1,53,2,4,1,4,2.0,2.0,1.0,6.0,1.0,,4.0,48.0,749.17261159,2000.0,2000.0
2023,3,31,310418812,4,11,1,,,,,1,1,56,1,1,2,4,2.0,2.0,,,,,,,36.99479146,,
2023,4,35,351251448,2,10,2,,,,,1,1,9,3,4,1,4,2.0,1.0,,,,,,,2332.89078695,,
2025,2,27,270008220,5,12,2,4.0,,2.0,1.0,2,4,38,2,4,1,1,5.0,2.0,11.0,9.0,,,4.0,50.0,180.55351426,1300.0,1300.0
2025,1,14,140000710,9,12,5,,,,,1,4,0,3,5,1,4,,,,,,,,,104.80336862,,
2025,1,33,330082600,9,12,1,,,,,2,2,60,1,4,1,2,5.0,2.0,,,,,,,469.16711377,,
2025,1,35,351287404,9,12,4,,,,,2,1,5,3,5,1,1,1.0,1.0,,,,,,,1996.60804293,,
2025,1,17,170014410,3,11,1,,,,,2,4,76,1,3,1,4,2.0,2.0,,,,,,,90.28315387,,
2024,3,28,280018501,10,11,1,,,,,1,4,80,1,1,2,4,1.0,2.0,,,,,,,92.29328496,,
2025,4,51,510123993,2,13,4,,,,,1,4,6,3,4,2,4,2.0,1.0,,,,,,,119.50690725,,
2023,1,32,320018273,4,10,2,1.0,,1.0,1.0,1,1,54,2,3,1,1,7.0,2.0,2.0,8.0,4.0,2.0,4.0,44.0,136.70836227,10000.0,10000.0
2025,3,52,520118592,6,12,2,9.0,1.0,1.0,1.0,1,1,35,2,2,1,1,7.0,2.0,7.0,2.0,1.0,,4.0,40.0,411.76818689,4500.0,4500.0
2023,2,52,520112592,6,10,1,,,,,1,1,78,1,2,1,4,2.0,2.0,,,,,,,617.67024344,,
2025,1,21,210188663,2,12,1,,,,,2,4,49,1,2,1,4,4.0,2.0,,,,,,,261.05937746,,
2023,3,21,210039078,3,11,1,,,,,2,2,84,1,3,2,4,1.0,2.0,,,,,,,119.40593694,,
2023,1,25,250065074,5,10,3,,,,,1,4,9,8,3,1,4,2.0,1.0,,,,,,,402.64706807,,
2024,3,28,280002373,10,11,1,2.0,,1.0,1.0,1,4,50,1,6,2,4,2.0,2.0,1.0,9.0,4.0,1.0,1.0,48.0,73.29579798,1412.0,0.0
2023,1,25,250075580,6,10,1,,,,,1,1,24,1,2,1,4,7.0,1.0,,,,,,,246.79715117,,
2025,4,11,110050491,7,13,1,1.0,,1.0,1.0,1,4,27,1,4,1,1,4.0,2.0,10.0,9.0,4.0,2.0,2.0,44.0,106.73937275,2200.0,2200.0
2025,3,14,140002226,10,12,1,,,,,1,1,78,1,1,1,1,7.0,2.0,,,,,,,74.91052689,,
2024,3,35,350010580,5,11,3,1.0,,1.0,1.0,1,1,50,12,3,1,1,7.0,2.0,5.0,4.0,4.0,2.0,4.0,40.0,721.16244642,1512.0,1512.0
2025,1,25,250049986,1,12,2,,,,,1,2,79,2,2,1,4,2.0,2.0,,,,,,,435.06158835,,
2024,2,22,220055143,2,11,1,,,,,2,4,51,1,3,2,4,2.0,2.0,,,,,,,196.41818615,,
2023,4,35,350222850,11,11,1,1.0,,1.0,1.0,2,1,40,1,4,1,4,7.0,2.0,4.0,1.0,3.0,2.0,4.0,44.0,922.71512124,10000.0,10000.0
2025,1,24,240018500,8,12,1,2.0,,2.0,1.0,1,4,51,1,2,2,4,2.0,2.0,1.0,6.0,1.0,2.0,4.0,40.0,104.97993366,800.0,800.0
2024,4,15,150070476,3,12,2,,,,,2,4,50,2,2,1,4,2.0,2.0,,,,,,,672.48594483,,
2023,3,35,351245244,8,10,2,1.0,,1.0,1.0,1,1,55,2,5,2,2,2.0,2.0,3.0,7.0,3.0,2.0,4.0,48.0,210.4154697,2500.0,2500.0
2023,1,33,330298476,8,10,1,,,,2.0,2,2,18,1,3,1,2,4.0,1.0,,,,,,,596.17450819,,
2025,3,35,351861567,13,12,1,3.0,,1.0,1.0,2,4,39,1,2,1,4,5.0,2.0,11.0,9.0,,,4.0,40.0,1195.25598351,1518.0,1518.0
2024,2,31,310235841,7,11,2,,,,,2,4,60,2,4,1,2,3.0,2.0,,,,,,,921.47004532,,
2025,4,25,250194331,3,13,4,,,,,1,4,9,8,4,1,1,2.0,1.0,,,,,,,192.28092349,,
2024,1,27,270035420,12,11,1,,,,,1,1,42,1,1,1,1,2.0,2.0,,,,,,,178.23897754,,
2023,3,27,270042263,10,10,3,,,,,2,4,4,3,3,1,4,,,,,,,,,131.61205854,,
2023,1,43,430182885,7,10,1,7.0,,1.0,1.0,1,1,39,1,4,1,4,7.0,2.0,9.0,2.0,,2.0,3.0,40.0,1637.65461861,15000.0,15000.0
2025,4,21,210091510,8,12,1,1.0,,1.0,1.0,2,4,75,1,2,1,1,7.0,2.0,9.0,2.0,4.0,2.0,4.0,40.0,186.05374619,8000.0,8000.0
2024,1,51,510031571,2,10,1,1.0,,1.0,1.0,1,4,41,1,1,1,2,5.0,2.0,5.0,9.0,1.0,2.0,2.0,40.0,262.62393801,1500.0,1500.0
2024,2,21,210044410,3,11,1,,,,,2,4,65,1,1,2,4,2.0,2.0,,,,,,,69.38002625,,
2025,4,11,110066659,1,13,1,,,,2.0,2,2,31,1,5,1,1,5.0,2.0,,,,,,,90.03252259,,
2025,3,23,230144316,12,12,4,,,,,2,4,17,3,4,2,4,4.0,1.0,,,,,,,313.76179024,,
2025,3,31,310254701,2,12,1,2.0,,2.0,1.0,1,4,33,1,3,1,4,2.0,2.0,4.0,7.0,1.0,2.0,2.0,40.0,193.07719474,1100.0,1100.0
2025,1,32,320010435,8,12,1,1.0,,1.0,1.0,2,1,39,1,3,1,2,7.0,1.0,9.0,2.0,4.0,2.0,1.0,40.0,374.48425847,4000.0,4000.0
2023,3,23,230042573,2,10,2,,,,,2,1,59,2,3,2,4,2.0,2.0,,,,,,,210.20476766,,
2025,3,52,520040856,9,12,2,10.0,,2.0,1.0,2,4,55,2,3,2,4,3.0,2.0,1.0,9.0,1.0,,4.0,14.0,186.4284098,,
2025,4,43,430165154,11,12,3,10.0,,2.0,1.0,2,1,16,3,5,2,4,3.0,1.0,1.0,9.0,1.0,,4.0,10.0,62.7202333,,
2024,3,42,420036152,8,11,2,,,,,2,4,45,2,4,2,4,2.0,2.0,,,,,,,106.33366882,,
2025,4,15,150223065,10,12,2,,,,,2,4,25,2,5,1,4,3.0,2.0,,,,,,,952.37553193,,
2025,2,29,290248418,4,11,4,9.0,2.0,2.0,1.0,1,4,36,5,5,1,4,5.0,2.0,1.0,6.0,1.0,,4.0,30.0,1621.50587422,500.0,6000.0
2024,3,31,310158090,5,11,1,8.0,1.0,1.0,1.0,1,1,42,1,2,1,1,7.0,2.0,9.0,2.0,1.0,,4.0,40.0,410.49025407,14000.0,15000.0
2025,4,42,420220825,8,13,1,4.0,,1.0,1.0,2,1,54,1,2,1,4,4.0,2.0,11.0,5.0,,,3.0,24.0,385.21614739,800.0,800.0
2023,2,42,420100940,4,10,1,8.0,1.0,1.0,1.0,1,1,42,1,1,1,2,7.0,2.0,2.0,2.0,4.0,,4.0,44.0,457.25306894,5000.0,5000.0
2025,4,16,160004532,3,12,2,1.0,,1.0,1.0,2,4,32,2,3,1,1,1.0,2.0,7.0,4.0,1.0,2.0,4.0,40.0,141.17277769,3000.0,3000.0
2023,2,13,130079951,8,10,1,4.0,,2.0,1.0,1,4,55,1,1,2,2,2.0,2.0,11.0,9.0,,,2.0,60.0,83.24339624,1500.0,1500.0
2025,1,35,351192700,4,11,1,2.0,,1.0,1.0,1,3,63,1,1,1,4,7.0,2.0,2.0,7.0,2.0,2.0,2.0,54.0,1444.79991501,6000.0,6000.0
2025,1,41,410180936,12,11,1,1.0,,1.0,1.0,2,1,57,1,1,1,1,2.0,2.0,4.0,9.0,1.0,2.0,3.0,40.0,234.93624496,1500.0,2000.0
2025,2,17,170005701,12,11,3,,,,,1,4,3,3,4,1,4,,,,,,,,,283.16042846,,
2023,2,11,110031512,3,10,2,,,,,2,1,43,2,4,2,4,2.0,2.0,,,,,,,172.55117137,,
2023,3,25,250066664,6,11,3,,,,,1,1,3,3,4,1,1,,,,,,,,,368.12675133,,
2025,1,12,120009360,9,12,1,4.0,,2.0,1.0,1,4,55,1,5,1,4,2.0,2.0,11.0,9.0,,,1.0,40.0,199.32951197,1800.0,1800.0
2023,2,26,260211730,1,10,2,,,,,2,1,21,3,2,1,1,6.0,1.0,,,,,,,561.18709268,,
2024,2,53,530002487,8,11,2,8.0,1.0,2.0,1.0,2,4,41,2,3,1,1,7.0,2.0,9.0,2.0,3.0,,4.0,44.0,499.56579105,7000.0,7000.0
2024,2,32,320026770,10,11,1,5.0,,1.0,1.0,2,1,51,1,3,1,2,7.0,2.0,8.0,4.0,,2.0,2.0,40.0,328.85873138,2000.0,2000.0
2025,4,26,260364756,5,12,1,8.0,2.0,2.0,1.0,1,2,52,1,2,2,4,2.0,2.0,3.0,7.0,1.0,,1.0,40.0,309.10705282,1000.0,1000.0
2024,4,41,410174788,6,12,3,,,,,2,1,16,3,3,1,1,4.0,1.0,,,,,,,559.91494848,,
2025,2,31,310109160,13,12,1,,,,,1,1,78,1,2,1,4,2.0,2.0,,,,,,,827.37780648,,
2023,2,29,290148891,5,10,2,1.0,,1.0,1.0,2,4,33,2,2,1,1,5.0,2.0,9.0,9.0,4.0,2.0,2.0,44.0,1126.65558995,1302.0,1302.0
2023,1,28,280033620,8,10,4,,,,,1,4,5,3,5,1,1,1.0,1.0,,,,,,,334.65632282,,
2023,2,31,310124365,11,10,1,,,,,1,2,55,1,2,2,4,5.0,2.0,,,,,,,316.3031096,,
2024,1,43,430130733,5,10,2,9.0,1.0,1.0,1.0,2,1,60,2,2,2,4,5.0,2.0,1.0,6.0,1.0,,4.0,20.0,173.9534714,3200.0,3200.0
2025,4,27,270121706,7,13,1,,,,,1,1,80,1,2,1,4,2.0,2.0,,,,,,,108.17138717,,
2023,3,15,150009426,3,10,4,,,,,1,4,21,12,4,1,1,5.0,2.0,,,,,,,339.26128863,,
2024,4,35,350647730,5,11,1,9.0,2.0,2.0,1.0,2,1,70,1,2,1,4,5.0,2.0,6.0,5.0,1.0,,4.0,40.0,1573.68681226,500.0,500.0
2025,3,33,330446302,4,12,1,2.0,,2.0,1.0,1,4,35,1,2,2,4,3.0,2.0,3.0,9.0,2.0,2.0,4.0,40.0,100.2363541,1000.0,1000.0
2025,2,22,220040168,4,12,2,,,,,2,4,38,2,2,1,4,7.0,2.0,,,,,,,206.35823571,,
2023,1,13,130046606,13,10,1,,,,,2,4,21,1,3,1,2,5.0,2.0,,,,,,,396.98086097,,
2025,2,25,250074403,8,12,4,,,,,1,1,12,3,4,1,4,2.0,1.0,,,,,,,426.89830242,,
2023,1,21,210081991,2,10,4,,,,,2,1,17,4,4,1,4,4.0,1.0,,,,,,,221.9458029,,
2024,2,35,351315358,5,11,2,,,,2.0,2,4,32,3,4,1,1,4.0,2.0,,,,,,,971.44513611,,
2024,4,41,410066060,5,11,3,,,,,2,1,27,3,3,2,4,7.0,2.0,,,,,,,142.69674543,,
2023,4,33,330008964,8,11,1,,,,,2,4,73,1,4,1,2,2.0,2.0,,,,,,,427.15454738,,
2023,4,41,410133622,13,10,5,,,,,2,1,81,6,5,2,4,2.0,2.0,,,,,,,237.11838666,,
2025,1,43,430060153,10,12,1,,,,,2,1,70,1,1,1,1,7.0,2.0,,,,,,,255.16771123,,
2024,3,41,410174140,13,12,1,1.0,,1.0,1.0,1,4,33,1,5,1,2,5.0,2.0,2.0,8.0,2.0,1.0,1.0,40.0,636.12780852,1990.0,1990.0
2024,4,43,430208331,12,11,3,4.0,,1.0,1.0,2,1,18,8,3,2,4,5.0,2.0,11.0,5.0,,,3.0,20.0,288.34661709,650.0,800.0
2025,1,31,310409979,9,11,1,1.0,,1.0,1.0,1,4,39,1,3,1,4,2.0,2.0,5.0,8.0,3.0,2.0,2.0,44.0,1086.44334428,2000.0,3000.0
2025,1,43,430183136,6,12,1,,,,,1,1,74,1,2,2,4,2.0,2.0,,,,,,,91.30533476,,
2023,4,51,510024452,2,10,1,9.0,2.0,2.0,1.0,2,1,42,1,4,1,4,4.0,2.0,10.0,5.0,1.0,,4.0,25.0,841.80068654,700.0,700.0
2024,4,27,270024938,4,11,2,7.0,,1.0,1.0,1,4,50,2,3,1,1,5.0,2.0,8.0,10.0,,2.0,4.0,96.0,202.87101425,9000.0,9000.0
2023,4,12,120012111,3,11,2,,,,,1,1,16,3,2,1,1,4.0,1.0,,,,,,,72.95032305,,
2024,1,27,270074934,6,11,2,2.0,,2.0,1.0,1,4,35,2,4,1,1,6.0,2.0,7.0,5.0,4.0,2.0,3.0,60.0,197.60744908,3000.0,3000.0
2023,2,27,270027640,6,11,1,,,,,1,4,73,1,4,2,4,1.0,2.0,,,,,,,103.79895999,,
2025,2,43,430071644,3,12,2,8.0,2.0,2.0,1.0,1,1,33,2,3,1,4,5.0,2.0,1.0,6.0,1.0,,4.0,45.0,615.69451714,8000.0,8000.0
2024,4,14,140008495,14,11,5,,,,,1,4,0,8,7,1,1,,,,,,,,,138.47542054,,
2025,3,22,220007938,6,12,2,,,,,1,4,43,3,2,1,4,2.0,2.0,,,,,,,520.7762924,,
2024,3,33,330095204,8,11,1,1.0,,1.0,1.0,2,1,54,1,3,1,2,7.0,2.0,4.0,2.0,4.0,2.0,4.0,40.0,376.02627908,3000.0,3000.0
2025,2,22,220002359,1,12,1,1.0,,1.0,1.0,2,4,23,1,4,1,4,5.0,2.0,4.0,5.0,1.0,2.0,2.0,40.0,488.92886328,1518.0,1518.0
2024,2,21,210037516,4,11,3,,,,,2,1,9,3,3,2,4,2.0,1.0,,,,,,,217.37624509,,
2023,2,26,260078459,1,10,1,6.0,,1.0,1.0,2,4,47,1,3,1,2,5.0,2.0,9.0,3.0,,1.0,3.0,48.0,325.32813579,1980.0,1980.0
2023,2,14,140001230,11,10,4,,,,,2,1,4,8,4,1,1,,,,,,,,,104.85229178,,
2025,1,23,230022899,4,12,2,9.0,2.0,2.0,1.0,1,4,25,3,9,2,4,5.0,2.0,4.0,9.0,1.0,,2.0,40.0,225.50481543,700.0,700.0
2025,4,33,330812944,4,13,2,9.0,2.0,2.0,1.0,1,4,43,2,3,1,2,5.0,2.0,5.0,5.0,1.0,,3.0,40.0,462.39769347,500.0,500.0
2025,1,21,210152960,11,11,3,,,,,2,2,73,6,3,1,4,2.0,2.0,,,,,,,278.88329781,,
2024,4,33,330326894,14,11,1,9.0,2.0,2.0,1.0,2,4,33,1,4,1,1,5.0,2.0,10.0,5.0,1.0,,2.0,14.0,610.95125326,800.0,700.0
2024,1,21,210020867,9,11,1,9.0,1.0,1.0,1.0,1,4,29,1,4,1,4,4.0,2.0,4.0,5.0,1.0,,4.0,9.0,383.02149923,2000.0,2000.0
2024,2,35,351267787,1,11,2,1.0,,1.0,1.0,1,1,60,2,2,2,4,2.0,2.0,2.0,8.0,4.0,2.0,4.0,44.0,493.79391835,1900.0,2500.0
2023,4,21,210047694,5,10,3,,,,,1,4,15,3,4,2,4,2.0,1.0,,,,,,,124.54122793,,
2023,3,32,320062630,13,11,1,1.0,,1.0,1.0,1,1,44,1,4,1,2,5.0,2.0,5.0,8.0,4.0,2.0,1.0,44.0,415.62972821,6500.0,6500.0
2023,2,43,430108364,1,11,3,,,,2.0,1,1,16,3,3,2,4,2.0,2.0,,,,,,,172.55683395,,
2025,3,33,330478064,10,12,3,,,,,2,2,14,3,4,1,4,2.0,1.0,,,,,,,934.93616784,,
2024,4,13,130027421,12,12,4,10.0,,2.0,1.0,2,4,19,3,10,2,4,2.0,2.0,1.0,9.0,2.0,,2.0,30.0,35.68104593,,
2023,2,27,270011356,4,11,2,2.0,,2.0,1.0,1,1,40,2,4,2,4,2.0,2.0,1.0,9.0,1.0,1.0,4.0,30.0,69.71556718,800.0,800.0
2025,4,21,210001442,1,12,3,1.0,,1.0,1.0,1,4,29,8,6,1,2,5.0,2.0,4.0,9.0,4.0,2.0,2.0,44.0,419.84853053,1518.0,2000.0
2023,3,15,150036940,9,10,3,,,,,1,4,16,3,5,1,4,4.0,1.0,,,,,,,373.0329614,,
2024,4,41,410244696,11,11,2,1.0,,1.0,1.0,1,1,44,2,5,1,1,3.0,2.0,4.0,5.0,2.0,2.0,4.0,45.0,570.83159851,2300.0,2300.0
2023,4,15,150044718,2,11,3,,,,2.0,1,1,21,8,4,1,1,6.0,1.0,,,,,,,298.07549425,,
2023,4,35,350622715,14,11,1,,,,,2,1,65,1,2,1,4,2.0,2.0,,,,,,,1299.69794575,,
2024,1,21,210148070,3,11,2,,,,,1,2,34,2,5,2,4,5.0,2.0,,,,,,,676.99197073,,
2023,2,27,270010637,7,10,1,,,,,2,4,45,1,5,1,4,6.0,1.0,,,,,,,257.46013898,,
2023,3,51,510064668,1,11,1,1.0,,1.0,1.0,2,4,33,1,4,1,4,2.0,2.0,6.0,9.0,1.0,2.0,2.0,44.0,244.16741685,1400.0,1400.0
2023,3,23,230037709,11,10,5,,,,,2,4,6,3,5,1,4,1.0,1.0,,,,,,,232.18155173,,
2024,2,29,290167828,6,11,2,,,,,1,1,11,3,2,1,4,2.0,1.0,,,,,,,1025.68922984,,
2023,3,35,350365026,3,10,1,1.0,,1.0,1.0,2,4,38,1,4,1,2,5.0,2.0,6.0,5.0,3.0,2.0,3.0,44.0,575.63537102,1500.0,1500.0
2024,2,12,120013137,12,11,2,,,,,1,4,67,2,2,1,1,5.0,2.0,,,,,,,47.06729332,,
2025,2,21,210070699,5,12,1,,,,,1,4,54,1,4,2,4,2.0,2.0,,,,,,,87.52963309,,
2025,2,25,250024011,5,12,1,2.0,,2.0,1.0,1,4,48,1,1,2,4,2.0,2.0,1.0,6.0,1.0,2.0,4.0,52.0,274.73704915,1200.0,1200.0
2025,3,41,410166274,8,12,2,2.0,,2.0,1.0,1,3,61,2,3,1,4,7.0,2.0,2.0,1.0,4.0,2.0,4.0,40.0,1304.43164114,20000.0,20000.0
2025,2,23,230012084,8,12,1,,,,,2,4,60,1,1,1,4,1.0,2.0,,,,,,,202.06595468,,
2025,3,27,270068173,10,12,1,,,,,1,1,67,1,3,2,4,1.0,2.0,,,,,,,94.55032547,,
2023,2,43,430017499,11,10,2,,,,,2,1,56,2,3,2,2,2.0,2.0,,,,,,,224.46795086,,
2024,4,13,130004580,6,12,1,2.0,,2.0,1.0,1,4,55,1,5,1,4,2.0,2.0,10.0,9.0,1.0,2.0,2.0,30.0,281.04645509,1000.0,1000.0
2024,1,29,290248418,12,10,3,,,,,2,4,8,3,3,1,4,2.0,1.0,,,,,,,890.06728493,,
2025,2,26,260034255,9,12,2,,,,,2,4,28,2,2,2,4,3.0,2.0,,,,,,,186.60261061,,
2025,2,52,520157751,1,12,2,8.0,1.0,2.0,1.0,1,1,54,2,2,1,3,5.0,2.0,3.0,7.0,2.0,,4.0,40.0,325.36779695,4000.0,4000.0
2025,1,31,310346093,9,11,1,,,,,2,4,36,1,3,1,4,5.0,2.0,,,,,,,1456.0321985,,
2025,3,42,420051340,8,12,4,,,,,2,4,17,3,4,1,4,4.0,1.0,,,,,,,312.32507986,,
2023,3,41,410190740,2,11,6,,,,,2,4,21,12,7,2,4,3.0,2.0,,,,,,,97.1846233,,
2024,4,53,530029800,5,11,6,,,,,2,4,7,3,6,2,1,1.0,1.0,,,,,,,57.39386299,,
2025,3,31,310248920,4,12,2,,,,,2,1,43,2,5,2,4,5.0,2.0,,,,,,,87.17940425,,
2025,2,25,250077006,4,12,2,,,,,2,4,15,3,4,2,4,2.0,1.0,,,,,,,199.88293315,,
2025,2,51,510050062,9,12,3,9.0,2.0,2.0,1.0,1,4,21,3,4,1,1,5.0,2.0,3.0,7.0,1.0,,4.0,40.0,757.63845285,1601.0,1518.0
2025,4,41,410412269,14,12,1,4.0,,1.0,1.0,2,4,44,1,4,1,4,2.0,2.0,11.0,9.0,,,4.0,28.0,669.04415399,1518.0,1518.0
2024,4,21,210055723,12,11,2,,,,2.0,2,4,21,3,3,1,4,5.0,2.0,,,,,,,321.34159075,,
2025,3,33,330042930,13,12,2,1.0,,1.0,1.0,2,2,57,2,2,1,2,5.0,2.0,9.0,3.0,4.0,2.0,4.0,40.0,265.24927513,1700.0,1700.0
2025,2,31,310395138,3,12,2,9.0,1.0,1.0,1.0,2,1,28,2,2,1,4,3.0,2.0,10.0,2.0,1.0,,4.0,9.0,743.46954854,2000.0,2000.0
2024,1,23,230125639,9,11,4,,,,,1,4,14,4,4,2,4,2.0,2.0,,,,,,,417.14096116,,
2025,4,26,260201897,8,12,2,,,,,2,1,10,3,5,1,4,2.0,1.0,,,,,,,733.41081345,,
2024,3,35,350122164,13,12,2,1.0,,1.0,1.0,2,1,36,3,4,1,4,5.0,2.0,4.0,5.0,4.0,2.0,2.0,48.0,2870.2469626,1600.0,1800.0
2023,4,31,310040690,2,11,1,8.0,1.0,1.0,1.0,1,2,26,1,3,1,4,6.0,2.0,2.0,7.0,1.0,,4.0,64.0,764.77264527,6000.0,6000.0
2025,3,13,130073571,5,12,3,,,,,1,4,11,3,3,1,1,2.0,1.0,,,,,,,323.33157888,,
2024,2,17,170032077,12,11,2,10.0,,2.0,1.0,2,4,42,2,4,1,4,6.0,2.0,1.0,9.0,1.0,,4.0,30.0,252.72203465,,
2024,2,35,351179660,14,11,4,,,,,2,1,5,3,5,1,4,1.0,1.0,,,,,,,587.08680375,,
2023,2,32,320004885,12,10,1,,,,,1,4,72,1,1,1,4,1.0,2.0,,,,,,,245.31652221,,
2025,1,22,220012514,3,11,1,2.0,,2.0,1.0,1,4,26,1,1,2,4,4.0,2.0,1.0,9.0,1.0,2.0,1.0,40.0,313.85867122,800.0,300.0
2023,3,31,310378066,6,10,1,1.0,,1.0,1.0,1,1,50,1,3,1,4,5.0,2.0,2.0,4.0,4.0,2.0,4.0,44.0,630.55570459,3000.0,3000.0
2025,3,26,260310401,11,12,2,,,,,2,5,8,3,3,2,2,2.0,1.0,,,,,,,109.12363819,,
2024,4,29,290105308,2,11,1,,,,,2,2,36,1,4,2,4,2.0,2.0,,,,,,,676.29772277,,
2025,1,33,330310148,12,12,2,,,,,2,1,51,2,4,1,2,5.0,2.0,,,,,,,514.4342412,,
2024,1,23,230049877,11,11,1,4.0,,2.0,1.0,2,4,22,1,3,1,4,5.0,2.0,11.0,9.0,,,4.0,12.0,429.94899584,500.0,500.0
2025,4,52,520102433,2,12,4,,,,,2,1,78,7,4,1,4,2.0,2.0,,,,,,,731.71754805,,
2025,3,33,330231901,5,12,4,,,,,1,2,14,3,4,1,1,2.0,1.0,,,,,,,541.70299374,,
2023,3,50,500031830,1,11,3,,,,,2,4,8,3,4,2,4,2.0,1.0,,,,,,,60.93499282,,
